ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey
MCP31260051,85BB3295F15049FF986124FB36CEB8D4,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,FUNCTIONAL,20,False,False,2,3233063173565461,230069368,Montgomery County Police,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18210787,-77.26515607,2631439280250214,5604345136865326,0,0,0,2023120118,7729807639132189
MCP31260051,C2674E804C364248AE4E3B410389C056,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MAKING LEFT TURN,East,SUPERFICIAL,20,False,False,2,8224256104307128,230069368,Montgomery County Police,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18210787,-77.26515607,2631439280250214,5604345136865326,0,0,0,2023120118,7729807639132189
MCP2677001V,BF0F265B48D5401D932932D55FCE95DF,False,SUSPECTED SERIOUS INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,45,False,False,2,2401514361499321,230069377,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIRECTION LEFT TURN,WET,DARK LIGHTS ON,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20491265,-77.24536065,2800615797607229,4972572914805173,0,0,0,2023120118,7723271939208770
MCP2677001V,0122999A342E4C91B6FD182B7725F52A,True,POSSIBLE INJURY,ALCOHOL,UNKNOWN,PASSENGER,CHANGING LANES,South,DISABLING,45,False,False,2,3997983087352000,230069377,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIRECTION LEFT TURN,WET,DARK LIGHTS ON,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20491265,-77.24536065,2800615797607229,4972572914805173,0,0,0,2023120118,7723271939208770
MCP2107004N,C9F42C65EB7740CD8A00C85BA8E6D503,True,NO APPARENT INJURY,UNKNOWN,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,PASSENGER,MAKING LEFT TURN,South,NO DAMAGE,25,False,False,1,6312893571399229,230069755,Montgomery County Police,Property Damage ,True,South,1,1,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1317057,-77.2295179,1461098681270622,4926942752009341,0,0,0,2023120118,7724972439113159
MCP12600017,F6BEC8E00E71492D8E8B1F27B3244BD6,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,40,False,False,2,7285498150627332,230069375,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,UNKNOWN,"TWO-WAY, NOT DIVIDED",39.21558767,-77.3562845,7646479973353349,7277290747916348,0,0,0,2023120118,7732651739188276
MCP12600017,1834358CF2E34479A99BD71DA3C668E4,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,STARTING FROM LANE,North,DISABLING,40,False,False,2,4092823243440349,230069375,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,UNKNOWN,"TWO-WAY, NOT DIVIDED",39.21558767,-77.3562845,7646479973353349,7277290747916348,0,0,0,2023120118,7732651739188276
MCP3295003D,80FFCD2199FA483ABBF287917465A405,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,30,False,False,2,5592964655507931,230069376,Montgomery County Police,Property Damage ,False,West,2,2,HILL CREST,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.082967,-76.94798233,6740740251212367,2493259025814199,0,0,0,2023120119,7698062539067210
MCP3295003D,EE345B5C3EA24B99A2B53E715C32E109,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING LEFT TURN,East,FUNCTIONAL,30,False,False,2,7731083949284399,230069376,Montgomery County Police,Property Damage ,False,West,2,2,HILL CREST,False,False,UNKNOWN,STRAIGHT MOVEMENT ANGLE,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.082967,-76.94798233,6740740251212367,2493259025814199,0,0,0,2023120119,7698062539067210
MCP3245004S,596485810BED468D9C6CF1293309DC77,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,35,False,False,1,1214077136789499,230069381,Montgomery County Police,Injury ,False,South,0,4,LEVEL,False,False,NONMOTORIST,OTHER,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.1465181,-77.20470847,4972572914805173,406380254140723,1,1,0,2023120119,7718751639140820
MCP31680065,F56F8FF786BC493D8865413E795330A8,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,West,DISABLING,35,False,False,2,4074018037663533,230069379,Montgomery County Police,Injury ,False,West,1,2,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05692575,-77.15775184,2286014561620445,3130307811655551,0,0,0,2023120119,7722348939035838
MCP31680066,F146A8A6D9CB499181BD721BE29E8F01,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,CHANGING LANES,West,DISABLING,35,False,False,2,3706795429459167,230069380,Montgomery County Police,Property Damage ,False,West,1,2,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05692158,-77.1576821,2286014561620445,3130307811655551,0,0,0,2023120119,7722348939035838
MCP31680065,877D7B0206804FC7B518022C453C335E,True,POSSIBLE INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,3611013912681731,230069379,Montgomery County Police,Injury ,False,West,1,2,GRADE DOWNHILL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05692575,-77.15775184,2286014561620445,3130307811655551,0,0,0,2023120119,7722348939035838
MCP31680066,12668AE0FEFA4FD4B48E8F4E5E7D316A,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,FUNCTIONAL,35,False,False,2,811929256876329,230069380,Montgomery County Police,Property Damage ,False,West,1,2,GRADE DOWNHILL,False,False,DRIVER,SAME DIRECTION SIDESWIPE,WET,DARK LIGHTS ON,NO CONTROLS,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05692158,-77.1576821,2286014561620445,3130307811655551,0,0,0,2023120119,7722348939035838
MCP33290026,65EFFE9FEDF4461381E575B4167B22BA,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,East,SUPERFICIAL,40,False,False,1,451369577031488,230069383,Montgomery County Police,Property Damage ,False,East,0,2,GRADE DOWNHILL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK NO LIGHTS,NO CONTROLS,INTERCHANGE RELATED,UNKNOWN,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.12047233,-77.19443017,7470341698568736,5110875374763793,0,0,0,2023120120,7718751639140820
MCP30140048,4507E248FF8F4EB0BA49AE58A8DCCC34,True,NO APPARENT INJURY,ALCOHOL,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,West,SUPERFICIAL,35,False,True,2,2815627401561042,230069390,Montgomery County Police,Property Damage ,False,West,2,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14151266,-77.21730718,6421645165822542,5898066980602554,0,0,0,2023120120,7724972439113159
MCP30140048,049628DD84A646ECB170FD5DB2958B76,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,West,SUPERFICIAL,35,False,False,2,1032943015775874,230069390,Montgomery County Police,Property Damage ,False,West,2,2,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14151266,-77.21730718,6421645165822542,5898066980602554,0,0,0,2023120120,7724972439113159
MCP2039009L,6A141EC31F8740B8B2038CEF2E710EDF,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,UNKNOWN,UNKNOWN,5,False,False,1,1032942948665398,230069445,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,UNKNOWN,UNKNOWN,DARK LIGHTS ON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.11203602,-77.19191219,7781945108562677,7781945108562677,0,0,0,2023120122,7724972439113159
MCP3280004B,15FEB8F188DA423CB49215969C0EF5A6,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,PARKING,North,SUPERFICIAL,10,False,False,1,7589879993697787,230070601,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DARK -- UNKNOWN LIGHTING,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.10443083,-76.93030117,7781945108562677,7781945108562677,0,0,0,2023120200,7693347839109025
MCP271700YB,F18CCD6B30474392A12F07F1534E39D7,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,NEGOTIATING A CURVE,South,DISABLING,35,False,False,1,8567421515166108,230069410,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.08504167,-76.94754333,2620072274155517,4695272477951742,0,0,0,2023120200,7693347839109025
EJ7870006H,EDC158D47AC04C2097F1D69B5BD96FBA,True,NO APPARENT INJURY,ALCOHOL,LOOKED BUT DID NOT SEE,PASSENGER,BACKING,West,SUPERFICIAL,15,False,False,1,5115928373601723,230069411,Gaithersburg Police Depar,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.16254725,-77.22456549,7781945108562677,7781945108562677,0,0,0,2023120200,7722140839165105
MCP3313001T,58E1332FF6E5454DA59794C619F2CFA6,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DESTROYED,40,False,False,1,4131347985550968,230069416,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SINGLE VEHICLE,UNKNOWN,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11977167,-77.04037167,418179445979580,186762640186727,0,0,0,2023120201,7705486039088590
MCP91180047,3B81722ED7894C8A97D7AB188E16D64F,True,SUSPECTED MINOR INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,25,False,False,1,2464557944767401,230069422,Montgomery County Police,Injury ,False,North,1,1,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05071451,-77.07085894,2099838632153220,5787713598438900,0,0,0,2023120203,7704240439043964
MCP3017002J,4A6BCC37536E404CB94B2C1983797118,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DESTROYED,40,False,False,1,3625279834338044,230069424,Montgomery County Police,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16250233,-77.14724233,6928194521054704,3457216414913442,0,0,0,2023120204,7716365739170519
MCP3257006R,F33DC3ADCDBE44188EEB099790EE36FD,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING RIGHT TURN,North,DISABLING,25,False,False,1,9530107367341165,230069426,Montgomery County Police,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.03125375,-77.08595909,1431569093396660,915669685319325,0,0,0,2023120204,7707527239025656
MCP3156002R,854BC62783C34C209192E821EB0B45D7,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,South,SUPERFICIAL,45,False,False,2,1575887318868002,230069427,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04073667,-76.99639,2620072274155517,2568066077805028,0,0,0,2023120205,7700923739021308
MCP3156002R,2316DE2597374388BC2268CB5A4ADBE8,True,NO APPARENT INJURY,ALCOHOL,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,South,SUPERFICIAL,45,False,False,2,7285498167404951,230069427,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04073667,-76.99639,2620072274155517,2568066077805028,0,0,0,2023120205,7700923739021308
MCP2107004M,797BDB5719D448E0A61FA26B07E4A4B4,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,SLOWING OR STOPPING,East,FUNCTIONAL,30,False,False,1,4595510051903263,230069432,Montgomery County Police,Property Damage ,False,East,2,2,GRADE DOWNHILL,False,False,DRIVER,SINGLE VEHICLE,WET,DARK LIGHTS ON,STOP SIGN,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.19177683,-77.1520335,6327735360341145,991322767900708,0,0,0,2023120206,7714766839231538
MCP2102004H,B6CFFA4306F64CDEAEAA75A2BBD5A782,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,UNKNOWN,SKIDDING,South,UNKNOWN,30,False,False,1,8168321465439775,230069430,Montgomery County Police,Injury ,True,South,1,1,GRADE DOWNHILL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,STOP SIGN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.28980167,-77.16105667,382918784444142,9016977523993377,1,1,0,2023120207,7715753739292640
MCP3330001R,0EBF0E8C202C4604A9311CD8E28A81D7,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,2,7004010137869122,230069431,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04740367,-77.05205933,8554262040045692,2279749586629528,0,0,0,2023120207,7704240439043964
MCP3330001R,59CE0B8951204825A58EDBC7C2F51598,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,SLOWING OR STOPPING,South,DISABLING,35,False,False,2,7818884599920819,230069431,Montgomery County Police,Injury ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04740367,-77.05205933,8554262040045692,2279749586629528,0,0,0,2023120207,7704240439043964
MCP3268003F,6389B0E3AFB640CD8E5898B0778CB5AB,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,50,False,False,2,4834438347529233,230069437,Montgomery County Police,Property Damage ,False,North,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAWN,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04666767,-76.9865925,2620072274155517,4258050122640121,0,0,0,2023120208,7698062539067210
MCP3268003F,F105FAC58C5F47B09E1FD0D79E8255BC,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,25,False,False,2,6502835474452820,230069437,Montgomery County Police,Property Damage ,False,North,3,3,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAWN,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04666767,-76.9865925,2620072274155517,4258050122640121,0,0,0,2023120208,7698062539067210
MCP241100CG,ADD397D9110A457BA1D890FD2084D146,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,PARKING,UNKNOWN,UNKNOWN,5,False,False,1,6171912311817610,230069446,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.05538849,-77.11546974,7781945108562677,7781945108562677,0,0,0,2023120208,7712482939051552
MCP28810061,EED5158E171147D0B3E38D27B3D69A61,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,East,DISABLING,40,False,False,2,9530107249897832,230069436,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.17201667,-77.23593,4972572914805173,9760113506407046,0,0,0,2023120208,7723271939208770
MCP28810061,76D562002ED343F2BD9BB5B0F23BD74C,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,40,False,False,2,8893585680903035,230069436,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.17201667,-77.23593,4972572914805173,9760113506407046,0,0,0,2023120208,7723271939208770
MCP2667008W,4EF41AF0605C4199A9A850643898DB13,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,45,False,False,1,3233063173565461,230069411,Montgomery County Police,Property Damage ,False,North,2,2,GRADE DOWNHILL,False,False,DRIVER,SINGLE VEHICLE,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15342197,-77.14178749,6928194521054704,9915941979319439,0,0,0,2023120209,7716365739170519
MCP33620029,FEE8DED35DBF4614B1941AE41A0AF86E,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,25,False,False,1,8961481787963722,230069440,Montgomery County Police,Property Damage ,False,South,1,1,LEVEL,False,False,DRIVER,OTHER,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.00439167,-76.98225167,9820119590072234,5089337550561535,0,0,0,2023120209,7698354239018293
MCP27610051,4E2C3102EE5D41A8A0BFEC688AC66648,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,East,SUPERFICIAL,35,False,False,2,2401514311166464,230069444,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15673617,-77.26732333,278210474574513,4470599735535893,0,0,0,2023120209,7729807639132189
MCP27610051,0A29A7818F634AC092F6F4B248BE9FD8,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,East,SUPERFICIAL,35,False,False,2,2534137744596170,230069444,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15673617,-77.26732333,278210474574513,4470599735535893,0,0,0,2023120209,7729807639132189
MCP2902006H,CC0E15C6A3FE436380FE715336E380BE,False,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,45,False,False,1,4595510051903263,230069450,Montgomery County Police,Property Damage ,False,East,1,2,HILL CREST,False,False,UNKNOWN,OTHER,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,CURVE RIGHT,UNKNOWN,"TWO-WAY, NOT DIVIDED",39.17951833,-77.355785,7885715244532191,7310707404045634,0,0,0,2023120210,7732651739188276
MCP3258003J,58E08328C47A4C1EB5AFE11FC5085A96,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,STARTING FROM PARKED,North,NO DAMAGE,5,False,False,1,8308213418030157,230069448,Montgomery County Police,Injury ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,OTHER,UNKNOWN,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.12034667,-77.06979,7781945108562677,7781945108562677,1,1,0,2023120210,7707322739151114
MCP1477000N,9976DDE3818A4223A9D0966D5C8D354A,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,7285498184182570,230069453,Montgomery County Police,Injury ,False,South,1,1,OTHER,False,False,DRIVER,SINGLE VEHICLE,WET,DAYLIGHT,UNKNOWN,INTERSECTION RELATED,UNKNOWN,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.08491417,-76.9481845,2620072274155517,4695272477951742,0,0,0,2023120210,7693347839109025
MCP2667008X,AB14CE8ACC6F4489BEA456FDEA60F8CF,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,2,7285498184182570,230069456,Montgomery County Police,Property Damage ,False,South,1,2,HILL UPHILL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15694946,-77.21242614,5282047677761920,8712022653486671,0,0,0,2023120210,7722140839165105
MCP2667008X,466C9B0B86AD4913A68EE6BE0B39969E,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,STOPPED IN TRAFFIC LANE,South,FUNCTIONAL,35,False,False,2,7544877932178127,230069456,Montgomery County Police,Property Damage ,False,South,1,2,HILL UPHILL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15694946,-77.21242614,5282047677761920,8712022653486671,0,0,0,2023120210,7722140839165105
